category,post_index,filename,window_title,scraped_at,raw,cleaned
mrt fault - 小红书搜索 - Google Chrome,6,post_2.png,mrt fault - 小红书搜索 - Google Chrome,2026-02-21T22:13:30,"8
gguava_gfan
focus on
MYA must-read for working people in China! No
more fear Of your boss docking your pay 讦f
you're late!
No more
worrying about your boss docking your
pay for
late for MRT/LRT!
Are you often late
for work due to public transport delays while working
in KL?
Your boss never believes
explanations;
and you're about to lose your pay? Don't worry! Now
you have a savior!
Asecret most people don't
know: You can geta
[Train
Certificate]
from
RapidKl!
冒 This will clear your name; convince your
boss of your innocence;and
never have to
about losing your pay again! 1 This thoughtful
service applies to all public transport on RapidKL ~LRT
~MRT
~Monorail
~Rapid Bus
No more
worrying about traffic delays affecting your perfect
attendance bonus!
Save this super useful
nOW, SO yOU won't panic the next time you're late for
the bus or MRT!
Send this to your colleagues Who
take the MRT/LRT every day! Let them know this ""life-
saving"" tip for working peoplel
Have you ever
been late because of public transport delays?
Yes!
Finally; |can prove i!
Na, but /l save this first
and share your experiencel
#rapidkl #Irt #mrt #monorail #rapidbus
#publictransport #latetimeproof #workingpeople
#Kualalumpur
2025-06-12
This is a wasteland. (Click to comment)
 something.
394
141
015
&
being
your
Delay
youlI
Worry
guide
#delay
Say",
mrt fault - 小红书搜索 - Google Chrome,7,post_4.png,mrt fault - 小红书搜索 - Google Chrome,2026-02-21T22:14:30,"Keep checking in
focus on
MRS talks about wishes; MRT talks about costs;
how should she choose?
Microeconomics has a concept called the Marginal
Rate of Transformation (MRT). It's defined as: given
limited resources, how much of another must you give
up to gain more Of something else? In other words; 讦
yoU
this; you have to give up that; iyou want
more; you have to lose less. |suddenly thought of this
concept while reading a romance novel with a system
binding her to the male lead. The female lead is bound
to a
""Conquerthe Male Lead System 
She has a fixed
amount Of daily task points (like a resource budget)
that she can freely allocate The system provides
several task options, each with different costs and
rewards: She has tWo options:
[Side Quest AJ Skill
Training: Read for 3 hours
Female lead gains +10
independent growth points
(Side Quest B]
Intimate Interaction: Late-night umbrella delivery
forehead-to-forehead contact for 30 seconds
Male
lead's affection +20
Insufficient task points; only
one can be completed. She hesitated. The system
urged:
(Please select a task path]
She began to
calculate in her mind: ""If | choose B, my favorability will
increase quickly; but
won't be able to increase my
growth value today:
""If| choose A,i seems like I'm
taking a steady approach, but the male lead's progress
willfall behind。
At this moment; she wasn't making
an emotional choice; but rather a Marginal Rate of
Change (MRT) calculation:
'How much growth value
am
willing to sacrifice to gain
1 more unit af
favorability?"" ""Is this exchange ratio worthwhile?"" She
chose to give him the umbrella. After completing the
task; the male lead took the umbrella with a dark face;
but gently touched the top of her head Favorability
+20, the system notification sounded. But that day; she
failed to complete her self-upgradeand missed the
 something.
5
q2
Comment
want
Say",
mrt fault - 小红书搜索 - Google Chrome,8,post_5.png,mrt fault - 小红书搜索 - Google Chrome,2026-02-21T22:14:51,"Wesly
focus on
[The MRT is having problems again during
the morning rush hour; |'m speechless]
This morning; the Kwasa Damansara line experienced a
major disruption。
arrived at Kuchai station around
8.20 AM, only to encounter a train that was delayed by
15 minutes. Normally, trains run
5 minutes; but
today; with the delay; the platform Was instantly
packed. Three trains came in a row, but | couldn't get
onatall; there were just too many people; and every
time the doors opened, it Was a shove。 | could only
Watch helplessly as the trains left
fnally managed to
squeeze onto the train around 8:50 AM,and with the
journey; |arrived at the station around 9:05 AM. By the
time | got to work i Was already 9:15 AM. This journey
usually takes about 15 minutes, but
i dragged
on foralmost 40 minutes_
really hope the train
schedule during rush hour can be more consistent
Leaving early is useless 讦 there's a delay;
still miss
mytrain
Has anyone else experienced the same
thing?
hope its just an isolated incident today;
otherwise; this
morning is just too much ofa
hassle: #MRTComplaints
#MorningRushHourCommuting #KuchaiStation
#KwasaDamansaraline #MRTDelay #CommutingDaily
Edited on 2025-07-29
There are 2 comments in total。
Nancy enjoys being alone
Was there this morning too, and every bus Was
packed. |ended up at the back of the
finally chose
walked back across the street to
my car,and
drove to Work
didn't get to the company until 9:45
am
2025-07-29 Malaysia
praise
01
something。
26
众102 @
every
today
every
line;
bus;
get
Say",
mrt fault - 小红书搜索 - Google Chrome,9,post_6.png,mrt fault - 小红书搜索 - Google Chrome,2026-02-21T22:15:08,"Cen is worse than shit
focus on
The MRT is broken again。
Here i comes
Working on Sundays is annoying
enough, and now the MRT is going to break down too
#mrt #connaught #broken #kajang
#kwasadamansara
2025-08-03
There are 8 comments in total。
602
Is i still the same now?
2025-08-03 Malaysia
praise
01
Clara
Now it's also becaUse
take Grab there
2025-08-03 Malaysia
pralse
reply
Malaysian Ah
Isi better now?
2025-08-03 Malaysia
 praise
01
Clara
not
2025-08-03 Malaysia
pralse
reply
True friendship is revealed in times of adversity:
Nowits all good. Those Who need to work can start
settingi 叩。
2025-08-03 Malaysia
reply
Cloud Dew
something.
37
《708 @
again!
Dong
yet
Say",
mrt fault - 小红书搜索 - Google Chrome,10,post_7.png,mrt fault - 小红书搜索 - Google Chrome,2026-02-21T22:15:40,"focus on
Regarding the incident of being slapped in the
face When getting off the MRT
First Experience +1: What happened: ""1 got off at Bugis
station The guy in front of me swung his hand down
and hit me in the face. My glasses fell to the ground.
Peoplearound me screamed Then a man helped me
pick up my glasses。
chased after him; hesitating
whether to tell him or not. After getting on the
escalator;
mustered up my courage and caught up
with him 'Uncle; you hit mein the
do you know
that?'
know; you don't blame the people in front of
you, you come to blame me; so
hit you. So what?
What can you do to me? Go call the policel Are you out
of your mind?""""
川 call the police。
1 then dialed
999. The uncle had already left; so the police officer
Who answered the phone said they couldn't send
anyone down and told me to call the police online The
online caller then told me to find MRT staff to assist
with the investigation
went there; and we described
the incident in the staff room, verified my identity; and
Waited for the police to arrive. About ten minutes later;
four young police officers arrived;, two of whom were
handling their first case (from their conversation):
explained the incident
(1 don't know how many
tmes | cried
during this time):
helped me confirm
Which
exited
and took photos from the
surrounding cameras. | thought they would directly
check the CCTV footage, but after waiting fora
time;
told me that a
higher-level officer would
come down shortly and give me a document to take to
the State Courts Complex The people there would
continue to follow up on my case. Throughout the
process; these four police officers kept apologizing to
me; saying
could only do so much and that
would check back tomorrow。
don't intend to give up
on this. If any of you have encountered similar
something。
842
130
189
Hey~
today。
face;
""Okay;
They
again
They
from
gate
long
they
they
they
Say",
mrt fault - 小红书搜索 - Google Chrome,11,post_8.png,mrt fault - 小红书搜索 - Google Chrome,2026-02-21T22:15:55,"Singapore Commercial Stores
5.
focus on
The Tohoku Line subway is malfunctioning;
please come quickly!
NEL MRT Down Power Fault SCDF immediate dispatch!
#PunggolMRT #NEL #Emergency #Powerfault
#SGLife #Transport
2025-08-12
This is a wasteland. (Click to comment)
Say
collect
Comment
something。.",
mrt fault - 小红书搜索 - Google Chrome,12,post_9.png,mrt fault - 小红书搜索 - Google Chrome,2026-02-21T22:16:16,"Nameless Cat
focus on
sGLeave evidence of my lateness
Was a train fault on the Red Line: It Was the first
tme I'd ever
experienced the MRT turning Off the lights
and telling everyone to get off
Wasn't sure if there
Would be another train
could take; but
decided
against i because
feltit would be
crowded。
#Singapore #MRT l
2025-07-08
There are 9 comments in total。
They were actually trapped for halfan hour
2025-07-08
Singapore
4
01
Nameless Cat
author
Oh my god!
2025-07-08 Singapore
praise
reply
33
Why do | feel like the additonal Was more than 10
minutes?
I Was
Supposed to be 9:15, but
didnt
arrive until 10!
2025-07-08
Singapore
02
01
Nameless Cat
author
didnt arrive until 10 O'clock! It's because the bu
s ride Was quite long; haha。
2025-07-08
Singapore
praise
reply
Losing weight while wearing Empire's pigs
YoU can
a certificate from the passenger center。
something。
85
&2 09 @
Today
Very
 get
Say",
lrt is bad again - Xiaohongshu search - Google Chrome,1,post_3.png,lrt is bad again - Xiaohongshu search - Google Chrome,2026-02-21T17:56:45,"A Little Spicy Qingqing
focus on
MY The whole world is late
My daily commute to work was disrupted by the LRT
malfunction
My first reaction was; ""No Way! | left
home super early and it's happening againl""
川 record this for the company as evidence
#kl #malaysia #Irt #Irtbroken
2025-04-28
62 comments in total
Meat-loving shumai sauce
l turns out
wasn'tthe only one Who was late;
forgot to record the evidence。
2025-04-28 Malaysia
08
A Little Spicy Qingqing
author
With my evidence
2025-04-28 Malaysia
praise
reply
Show
replies
Vincent
Will the company look at this?
2025-04-28 Malaysia
pralse
05
ALittle Spicy Qingqing
author
You can't deduct Wages; hahaha
2025-04-28 Malaysia
reply
Show 4 replies
Squidward
Someone on the train kept fidgeting and touching me
with their feet; and didn't even apologize. What kind of
something。
210
18
62
praise
Say",
lrt is bad again - Xiaohongshu search - Google Chrome,2,post_4.png,lrt is bad again - Xiaohongshu search - Google Chrome,2026-02-21T17:57:08,"One; two, three wooden figures
focus on
A
thrilling experience on the Kuala Lumpur
LRT。
The story happened on Christmas Eve; December 24,
2025 (I'm only just remembering to post this now so
more friends can
bealerted) |remember reading to the
end; the
last part Was really scary. That day, three friends and |
Went to celebrate Christmas Eve near KLCC. After the
celebration, around 8:30 pm; We took the LRT back to
school. We were on a train Without women-only
carriages; SO We randomly entered one It was crowded;
and there were no seats left; so we huddled togetherin
a small circle; holding onto the middle rail. At that
moment
SaW a
foreign worker (looked like he was
Bangladeshi?) standing diagonally opposite me: We
made eye contact about three times. At first。
thought
hmm, maybe it's normal to make eye contact When
we're diagonally opposite each other But then my
friend standing next to me suddenly said:
Don'tyou
think its scary to have someone wearing black clothes
in the carriage?"" She said she felt the foreign worker
Was
staring at her, and she kept making eye contact
with him
At that point
We realized
something Was
wrong. At the next stop, people started getting Off one
after another, and there were tWo empty seats: One of
my friends and | ran to those two seats (by this time;
my seat was in the same row as the foreign worker, no
longer diagonally opposite him); while my other two
friends continued to stand in the same place
(diagonally opposite the foreign worker). After | sat
down;
pretended to look in the direction of the
foreign worker, and
found that he really Was staring at
my friend。
After a While; he turned his head and
looked at us, and
made eye contact with
again.At
that point; We were about four or five stops away
something。
225
&29
08
Very
him
from
Say",
lrt is bad again - Xiaohongshu search - Google Chrome,3,post_5.png,lrt is bad again - Xiaohongshu search - Google Chrome,2026-02-21T17:57:24,"A Little Spicy Qingqing
focus on
MY We almost had to use the carpool!
The most crowded stop. Packed with
#Irtbad #abdullahhukum
2025-03-24
There are 8 comments in total。
travel enthusiasts
Does this look like the correct Wangsa Maju website?
2025-03-24 Malaysia
01
04
Xiao Hongshu 7788
adullah hukum
2025-03-24 Malaysia
reply
Show 3 replies
The Minion's name is Ah Hao。
lt's
the trip from Bangsar to Pasar Seni was
smooth
2025-03-24 Malaysia
01
01
ALittle Spicy Qingqing
author
Hahaha, i Was okay later。
2025-03-24 Malaysia
reply
Zon lee
You took a picture of me。
2025-03-25 Malaysia
praise
reply
THE END
something。
180
竹11
08
Okay;
praise
Say",
lrt is bad again - Xiaohongshu search - Google Chrome,4,post_7.png,lrt is bad again - Xiaohongshu search - Google Chrome,2026-02-21T17:58:02,"Elleyis
focus on
MY LRT malfunction
|mat BKS Puchong now。
thought there were so many
people; but it turns out there's a malfunction. It's after
work hours。
#Irtmalfunction #bkSpuchong
2025-06-03
35 comments in total
Tadalia's Keeper
My friend works at the LRT near Tesco;
he said
Bomba brought a stretcher Ip。
2025-06-03 Malaysia
O5
013
Elleyis
author
Isitin Puchong?
2025-06-03 Malaysia
reply
Show 12 replies
Please call me a single dog
ThankyoU。
It wasn't a malfunction someone fell down。
2025-06-03 Malaysia
14
05
Elleyis
author
OMG。。
2025-06-03
Malavsia
something。
156
20
35
and
Say",
lrt is bad again - Xiaohongshu search - Google Chrome,5,post_8.png,lrt is bad again - Xiaohongshu search - Google Chrome,2026-02-21T17:58:17,"The villainous cold-blooded pup.
focus on
The LRT is malfunctioning again。
Please; please don't break i Waaaaahl
#Irt #workingperson #late
2024-05-23
80 comments in total
huiseen
I'malready thinking about taking a Grab to work but
the price is outrageous。
2024-05-23
010
The villainous cold-blooded puppy
author
See a lotof people have chosen Grab
buti
ts really expensive。
2024-05-23
reply
Show 9 replies
J-type is different
Im going to be late for workagain。
2024-05-23
07
The villainous cold-blooded puppy
author
Wow; still stuffing
2024-05-23
Drallse
reDlv
something。
147
d11
80
praise
Say",
lrt is bad again - Xiaohongshu search - Google Chrome,6,post_9.png,lrt is bad again - Xiaohongshu search - Google Chrome,2026-02-21T17:58:37,"Acool girl who can be both cute
focus on
MY0512 This time its the LRT that's broken
The queues are insane right now; Im so
frustrated! Either the MRT or the LRTis broken
#LRT #rapidkl #Malaysia
2024-12-05
18 comments in total
A cool girl who can be both cute and sweet
author
K::HT;] .l
IFTI:il:;
TITII|
e;
SSNeI
Jalaw
OIsNP In
Mslemst LRHUIIIh Hulm tinn
Tien:;
&9 se
Cl:OTTs
STIIITI
T
updale;
I2E
STIIIIPTIIPI
Tlatt|1n 'T TC'C
RTTIHTTe
S TnTe
月 ThIG Irr sTII
I=
 J
2024-12-05
02
01
Objection; Your Excellency
It's really delayed no more:
2024-12-05
reply
Sterling
The kerinchi was in the same situation, but it goton
the subway。
2024-12-05
04
01
Cherry tomatoes
How many rounds does it take to geton top?
2024-12-05
reply
Zi Zichun
something。
142
d11
018
Rpld AL
praise
Say",
mrt - 小红书搜索 - Google Chrome,1,post_9.png,mrt - 小红书搜索 - Google Chrome,2026-02-21T18:02:08,"Fish Life with You
focus on
MY Learn how to take the MRT to Sunway
Velocity in 30 seconds in Malaysia
#Malaysia #Kualalumpur #LRT #MRT #sunwayvelocity
#TravelGuide
Edited yesterday at 22:15 in Malaysia
There are 9 comments in total。
YW
Isn't i faster to
Off at Maluri station?
16 hours ago
Malaysia
Fish Life with You
author
Maluri gets a little sun, but you can Still getther
16 hours ago in Malaysia
praise
reply
Show 2 replies
Fuck mold
Can yoU release a one utama?
hour ago in Malaysia
01
Fish Life with You
author
Let me get ready. [Winking emoji] [Laughing em
@]
42 minutes ago Malaysia
reply
flame
Ive been riding the Maluri station for So long;
TOW
you're telling me
don'thave to bein the sun?
hours ago
i Malaysia
01
01
something。
228
150
09
get
praise
praise
and
Say",
mrt - 小红书搜索 - Google Chrome,2,post_1.png,mrt - 小红书搜索 - Google Chrome,2026-02-21T18:16:21,"Little Red Potato 6747BCA7
focus on
Damansara Height MRT rental
Damansara Height (Bukit Damansara) with private
attached toilet Walking distance to MRT Station (Pusat
Bandar Damansara). Landed house room; not condo。
Price: 1K If not suitable; other PJ rooms are
available (large; medium, small) Inquire by WhatsApp:
288. #pjrenting #klrenting #renting
#mrtrenting #bangsarrenting 220

2025-09-07
26 comments in total
JO
pm
02-01 Malaysia
praise
reply
Yuli 6507976088
Pm
Yesterdayat 23:33, Malaysia
praise
reply
Avocados are So oily!
pm
01-15 Malaysia
praise
reply
No serious iness
pm
01-05 Malaysia
something.
30
d37
026
&
Say",
mrt - 小红书搜索 - Google Chrome,3,post_2.png,mrt - 小红书搜索 - Google Chrome,2026-02-21T18:16:38,"Malaysian Good Finds
focus on
MY Astep-by-step guide to getting to the
airport using the MRT in Malaysia
#Malaysia #Airport #TravelGuide
day ago Malaysia
19 comments in total
Grace in the world
What kind of card do
need to
to take the
Subway?
day ago Malaysia
praise
05
Little Lion
a90 Malaysia
reply
Show 4
replies
Meow meow is not a cat
My heart broke when
Saw that i requires a one-
pass
Yesterdayat 12:22,
Australia
 praise
01
Malaysian Good Finds
author
Yesterday at 13:53,
Malaysla
reply
Alice Wonderland
What app do yoU use to view the timetable?
day ag0 Malaysia
02
Malaysian Good Finds
author
something。
1143
792
19
buy
Tng
day
day
praise
Say",
mrt - 小红书搜索 - Google Chrome,4,post_3.png,mrt - 小红书搜索 - Google Chrome,2026-02-21T18:16:56,"Stacked House
focus on

Shopping malls in Kuala Lumpur accessible by
MRT!
Want to avoid traffic jams
during your Kuala Lumpur
trip? Explore the MRT!
SaVe this ultimate
MRT Putrajaya Line guidel Easily visit must-try
attractions and eat your way through traffic without
Worry!
Direct access to
popular restaurants
shopping paradises
and cultural landmarks
Save time and money, travel with ease and zero traffic
worries! Bookmark this MRT guide now and unlock the
coolest Way to experience KL!
#Malaysia #MRT #Metro #Kualalumpur
#Putrajayaline #DayTrip #KualalumpurCheckln
#MalaysiaTourism
2025-06-21
There are 4 comments in total
Peach flavored taro balls
You need to update your information;
a feW years
ago, iyOU wanted to g0 to Velo; you could also
Off at Cochrance:
2025-11-10 Malaysia
02
03
hello
How do 1
to Cochrane 讦 | get off the train the
re?
2025-11-22 Malaysia
reply
Show 2 replies
THE END
 something.
730
733
04 @
day
get
get
Say",
mrt - 小红书搜索 - Google Chrome,5,post_4.png,mrt - 小红书搜索 - Google Chrome,2026-02-21T18:17:14,"Fish Life with You
focus on
MY Learn how to take the MRT to Sunway
Velocity in 30 seconds in Malaysia
#Malaysia #Kualalumpur #LRT #MRT #sunwayvelocity
#TravelGuide
Edited yesterday at 22:15 in Malaysia
There are 9 comments in total
YW
Isn'tit faster to get off at Maluri station?
17 hours ago in Malaysia
02
03
Fish Life with You
author
Maluri gets a little sun, but you can Still getther
16 hours ago in Malaysia
praise
reply
Show 2 replies
Fuck mold
Can yoU release a one utama?
2 hours ago in Malaysia
01
Fish Life with You
author
Let me get ready. [Winking emoji] [Laughing em
@]
57 minutes ago Malaysia
praise
reply
flame
['ve been riding the Maluri station for so long;
TOW
you're telling me
don't have to be in the sun?
8 hours ago in Malaysia
0
something。
232
153
09
praise
and
Say",
mrt - 小红书搜索 - Google Chrome,6,post_5.png,mrt - 小红书搜索 - Google Chrome,2026-02-21T18:17:31,"Two fish in autumn
focus on
(Already have pigs) MRT central room
RMG5O per month including utilities; free Wi-Fi, bi-
weekly cleaning. 45Om walk to MRT Sentul Barat (6
minutes) Within 5 minutes walk to NSK banks; and
kopitiam All spacious rooms with windows andair
conditioning (separate electricity meter) Brand new
furniture and appliances. Kitchen: refrigerator; Water
filter, microwave; induction cooker Dining area;
laundry area, drying areaCCTV at the entrance。
Elevator only goes to a fixed floor Low
 looking
for
tenants Minimum 1-year rentl AlI
housemates are Chinese; not Weirdos. Mixed unit
#rental #KL
#Kualalumpur #Selangor #Selangor
#Sentul #MRTrental
Edited on January 3oth; Malaysia
20 comments in total
ICE AGE
1d like to know more~
2025-11-23 Malaysia
praise
reply
meh
Want to understand
2025-11-23 Malaysia
praise
reply
Gian
Pm
01-21 Belgium
reply
Immmm
Uolln
rnIni
ctill hJio Snir?
something。
52
d37
020
price;
good
praise
Say",
mrt - 小红书搜索 - Google Chrome,7,post_6.png,mrt - 小红书搜索 - Google Chrome,2026-02-21T18:17:54,"hasty rate
focus on
Beware of street scams in Kepong; Malaysia。
Yesterday after Work;
took the MRT back to SD Barat
station. As
exited the gate;
made eye contact witha
She asked if there was an HSBC nearby, since she
Was
Hong
and had lost her bank card and
needed to replace i
told her the HSBC should beat
the MP station Replacing a bank card requires a
counter, but it Was around 5.30 pm,and the bank Was
already closed. | thought that was the end ofit but
then she asked 讦 | could Wait 3-5 minutes so she could
call her assistant to arrange a driver and tell the driver
the location. Then she started saying she Was in the
medical equipment business and was there to discuss
business; offering to give me a commission 讦 | knew
anyone: She then asked a lot of questions, asking 讦 |
Was
taking up too much of her time;and seemed
apologetic. Later, she received a call saying she
couldn't find a driver and had to go back herself Then
came the important part She apologized for taking up
SO much time and asked for one last
she had lost
her bank card and couldn't withdraw money; so she
asked 讦 | could
transfer money to her so she could
withdraw cash. At first
thought shejust needed fare;
So | offered to calla Grab for herand pay. She then
told me not to misunderstand, that she had a few
hundred Malaysian Ringgit (MYR) on
enough for a
taxi, but she didn't have cash to pay for the hotel
tonight; which would cost around RM1000 + per night
She emphasized that she wasn't short of money, just
couldn't withdrawi and even showed me her HSBC
App (name: Li Nan) Okay, so she wasn'tafter small
amounts; but
SUIS
knew something was Off as
SOOnas
saw the UI (occupational hazard, haha) She
kept trying to persuade me to go to the ATMin the
mall next door, even offering to transfer an extra
RM1OOO as a reward Whatajokel My brother
something。
503
119
146
girl。
from
Kong
Very
favor:
her
 large
Say",
mrt - 小红书搜索 - Google Chrome,8,post_7.png,mrt - 小红书搜索 - Google Chrome,2026-02-21T18:18:13,"Edwinnn
focus on
MRT3 has been modified
Construction to
beginin 2026 !?
According to Wangsa Maju, a representative of the
People's Justice Party (PKR), four locations have been
confirmed:
Kampung Puah;
2Jalan Langkawi;
Danau Kota
(The Pallete);and
Setapak (Giant Setapak). Aside
froma
slight change at Kampung Puah; the other
locations are confirmed and
will be announced after August this year Expected to
beginafter 2026
3 Provisional Stations
Kampung Puah; Auz, Bukit Kiara
No station on
Jalan Kuching; Kompleks Duta will replace it
No
station on Salak
Mont Kiara's new station
numberis 32, not 33, so there will be no Mont Kiara
station. **New map not
released, using the old map
fornow。
#setapak #jalanlangkawi #danaukota #giantsetapak
#pv #thepallete #wangsamaju #mrt3 #kl #klmrt
Edited on 2024-07-05
There are 2 comments in total
Traveling the world on a budget
What does UM stand for?
2024-11-30
praise
reply
A Piece of Cake
K
had already graduated by then |圈
2024-07-15
02
reply
THE END
something。
O71
凸1  02 @
Jaya
yet
Say",
mrt - 小红书搜索 - Google Chrome,9,post_9.png,mrt - 小红书搜索 - Google Chrome,2026-02-21T18:18:59,"Acool guy Who loves coffee。
focus on
MY
Working professionals in Malaysia: Taking
the MRT Vs。
Driving
choice between the two
Taking the MRT: No traffic jams, can use your
phone or daydream; but involves walking, changing
stations;and
crammedin
Driving to work: Time seems more controllable; but
i's more expensive than the MRT,and the gas; parking
and traffic jams are exhausting:
'm curious about everyone's choices:
Doyou
currently take the MRT or drive?
Why?
Is taking
the MRT cheaper?
#Commuting #Workinglife #CommutingDaily #MRT
#DrivingToWork #CommutingChoices #Workinglife
#UrbanWorkinglife #Lifestyle #WorkinglifeResonance
Edited on 01-15
21 comments in total
Slowly; Manman
Taking the MRT costs only RM5O,and walking can
also be considered exercise; otherwise there would be
00
chance to exercise:
01-16 Malaysia
47
04
Mr. Kilmer
And walking really can help you lose weight
01-28 Malaysia
02
reply
Show 3 replies
Not the quiet
Say
64
11
twenty one
something。
being
Jing",
mrt - 小红书搜索 - Google Chrome,10,post_10.png,mrt - 小红书搜索 - Google Chrome,2026-02-21T18:19:19,"Bryan Kong (was near Salted)
focus on
1d like to ask you all about renting a place
Why can
Walk 10 minutes to the MRT but not take a
10-minute bus ride?
Also, renting near the MRT
means |l be disturbed when
want to rest
So,is anyone looking for a room near the MRTin
Kwasa Sentral that won't be noisy?
Taking the bus is
only 10 minutes;
much easier than walking! Ifyou're
a student at
HelpSubang 2, there's even a shuttle bus
to school
#mrtkajangrental #nadayugolrental
#subangbestarirental #HELPUNlstudents
#HelpSubangrental #helpudormitory
2025-03-24
37 comments in total
Listening to the Clouds
used the bus for three months;and half of those
timnes
Was Stood up。
Complaining to Rapid KL didn't
help. Once; there were no buses and
couldntgeta
Grab_
Was Still waiting for the bus at the transfer
station to and a half hours after
Off workand |
Was SO frustrated that
cried at the bus stop。
after tWo months;
booked a car, and i will arrive next
month。
really can't stand buses that don't follow the
timetable at all When
Was Studying abroad;
never
found taking the bus inconvenient but coming back to
my own country and being frustrated to the point of
tears is just unbelievable。
2025-03-27 Malaysia
64
07
Bryan Kong (was near. Salted]
author
It seems that Mvbus really needs to improve
2025-03-28 Malaysia
01
reply
Show 6 replies
something。
O77
众15  037
@
get
Then
Say",
🇲🇾LRT停运 注意了‼️ - 小红书 - Google Chrome,1,post_1.png,🇲🇾LRT停运 注意了‼️ - 小红书 - Google Chrome,2026-02-21T18:10:50,"Tangyuan Enen
focus on
Attention! LRT service in Malaysia is suspended!
Attention LRT passengers! Plan your trip in advancel
#LRT #MalaysialRT #Malaysia #LRTSuspension
#malaysiaMy #malaysialrt #LRT #kelanajaya
#Irtkelanajaya
Edited on 2025-07-25
35 comments in total
Does that mean things will return to normal after 9
O'clock?
2025-07-25
Malaysia
twenty four
02
Tangyuan Enen
author
Yes
2025-07-25 Malaysia
 reply
Show
reply
Strawbery Cheese
@PotatoShredded @momo
2025-07-25 Malaysia
praise
03
Shredded potatoes
Its always Saturday and Sunday. [awkward emoj
2025-07-25 Malaysia
reply
Show 2 replies
Little Red Potato 658859AF
But where are We supposed to wait for the bus?
 something.
1185
547
35
Trady
Say",
🇲🇾LRT停运 注意了‼️ - 小红书 - Google Chrome,2,post_2.png,🇲🇾LRT停运 注意了‼️ - 小红书 - Google Chrome,2026-02-21T18:11:06,"Acool girl who can be both cute。
focus on
9/6/2025 LRT broke
LRT also has Monday blues. LRT doesn't want to go to
Work on Monday either。
#rapidkl #Malaysia #Irt
2025-06-09
181 comments in total
Shoo-ga-di old lady
Masjid Jamek was asked to get off the LRT after
Waiting for more than 20 minutes。
2025-06-09
Malaysla
20
011
Candles pretending to be sunlight
Oh my god;
00!
2025-06-09 Malaysia
reply
Show 10 replies
Candles pretending to be sunlight
Im also stuck in the LRT now; i took me 15 minutes to
get from WM to setiawangsa
something。
745
79
181
Say",
🇲🇾LRT停运 注意了‼️ - 小红书 - Google Chrome,3,post_3.png,🇲🇾LRT停运 注意了‼️ - 小红书 - Google Chrome,2026-02-21T18:11:25,"A Little Spicy Qingqing
focus on
MY The whole world is late
My daily commute to
Was
disrupted by the LRT
malfunction
My first reaction was;
'No Way!
left
home super early and it's happening againl""
川 record this for the company as evidence
#kl #malaysia #Irt #Irtbroken
2025-04-28
62 comments in total
Meat-loving shumai sauce
l turns out
wasn'tthe only one Who Was late;
forgot to record the evidence。
2025-04-28 Malaysia
08
ALittle Spicy Qingqing
author
With my evidence
2025-04-28 Malaysia
praise
reply
Show
replies
Vincent
Will the company look at this?
2025-04-28 Malaysia
pralse
05
A Little Spicy Qingqing
author
You can't deduct Wages; hahaha
2025-04-28 Malaysia
reply
Show 4
replies
Squidward
Someone on the train kept fidgeting and touching me
with theirfeet; and didn't even apologize. What kind of
something。
210
18
062
work
praise
Say",
🇲🇾LRT停运 注意了‼️ - 小红书 - Google Chrome,4,post_4.png,🇲🇾LRT停运 注意了‼️ - 小红书 - Google Chrome,2026-02-21T18:11:47,"One; two, three wooden figures
focus on
thrilling experience on the Kuala Lumpur
LRT
The
happened on Christmas Eve; December 24,
2025 (I'm only just remembering to post this now so
more friends can
bealerted) |remember reading to the
end; the
last part Was really scary. That day, three friends and |
Went to celebrate Christmas Eve near KLCC
After the
celebration, around 8:30 pm; we took the LRT back to
school. We were on a train Without women-only
carriages; SO We randomly entered one. It was crowded
and there were no seats left; so we huddled togetherin
a small circle;
holding onto the middle rail. At that
moment | saw a
foreign worker (looked like he was
Bangladeshi?) standing diagonally opposite me: We
made eye contact about three times. At first; | thought;
hmm, maybe it's normal to make eye contact When
we're diagonally opposite each other: But then my
friend standing next to me suddenly said: ""Don'tyou
think its scary to have someone wearing black clothes
in the carriage?"" She said she felt the foreign worker
Was
staring at her, and she kept making eye contact
with him
At that point; We realized something Was
wrong. At the next stop, people started getting Off one
after another, and there were tWo empty seats: One of
my friends and | ran to those two seats (by this time
my seat was in the same row as the foreign worker, no
longer diagonally opposite him); while my other two
friends continued to stand in the same place
(diagonally opposite the foreign worker) After | sat
down;
pretended to look in the direction of the
foreign worker, and
found that he really Was staring at
my friend。
After a While; he turned his head and
looked at us, and
made eye contact with
again.At
that point; We were about four or five stops away
something。
225
29
08 @
story
Very
him
from
Say",
