category,post_index,filename,window_title,scraped_at,raw,cleaned,label_disruption,label_type,source
🇲🇾LRT停运 注意了‼️ - 小红书 - Google Chrome,397,mock_post_397.png,🇲🇾LRT停运 注意了‼️ - 小红书 - Google Chrome,2026-02-22T14:37:00,"KL daily commuter
focus on
Commuting to work was smooth and station crowd level was manageable today at Putra Heights.
People shared regular commute and station photos
No emergency notice was posted
Malaysia transport update 2026-10-05
There are 16 comments in total
author
reply
Show 2 replies
Say something",Commuting to work was smooth and station crowd level was manageable today at Putra Heights People shared regular commute and station photos No emergency notice was posted Malaysia transport update 2026 10 05 There are 16 comments in total author reply Show 2 replies Say something,0,normal_commute,synthetic_mock
lrt klcc - 小红书搜索 - Google Chrome,398,mock_post_398.png,lrt klcc - 小红书搜索 - Google Chrome,2026-02-22T14:38:00,"Xiaoxuan Talk Malaysia Official
focus on
LRT Kelana Jaya line had a signaling issue during peak hour and trains moved slowly at Kelana Jaya.
Passengers shared delay slip and crowding evidence during rush hour
Rapid KL staff guided queue and temporary shuttle arrangement
There are 15 comments in total
author
reply
Show 1 replies
Say something",LRT Kelana Jaya line had a signaling issue during peak hour and trains moved slowly at Kelana Jaya Passengers shared delay slip and crowding evidence during rush hour Rapid KL staff guided queue and temporary shuttle arrangement There are 15 comments in total author reply Show 1 replies Say something,1,incident_breakdown,synthetic_mock
mrt - 小红书搜索 - Google Chrome,399,mock_post_399.png,mrt - 小红书搜索 - Google Chrome,2026-02-22T14:39:00,"Rapid commuter diary
focus on
Service update says all lines are stable with no major delay this morning at Ampang Park.
People shared regular commute and station photos
No emergency notice was posted
Malaysia transport update 2025-04-23
There are 5 comments in total
author
reply
Show 3 replies
Say something",Service update says all lines are stable with no major delay this morning at Ampang Park People shared regular commute and station photos No emergency notice was posted Malaysia transport update 2025 04 23 There are 5 comments in total author reply Show 3 replies Say something,0,normal_update,synthetic_mock
mrt fault - 小红书搜索 - Google Chrome,400,mock_post_400.png,mrt fault - 小红书搜索 - Google Chrome,2026-02-22T14:40:00,"Xiaoxuan Talk Malaysia Official
focus on
Rapid KL announced temporary service disruption between KLCC and Gombak with shuttle support at Gombak.
Passengers shared delay slip and crowding evidence during rush hour
Rapid KL staff guided queue and temporary shuttle arrangement
There are 9 comments in total
author
reply
Show 1 replies
Say something",Rapid KL announced temporary service disruption between KLCC and Gombak with shuttle support at Gombak Passengers shared delay slip and crowding evidence during rush hour Rapid KL staff guided queue and temporary shuttle arrangement There are 9 comments in total author reply Show 1 replies Say something,1,incident_service_disruption,synthetic_mock
🇲🇾LRT停运 注意了‼️ - 小红书 - Google Chrome,401,mock_post_401.png,🇲🇾LRT停运 注意了‼️ - 小红书 - Google Chrome,2026-02-22T14:41:00,"Xiaoxuan Talk Malaysia Official
focus on
General city transport post not related to outage or malfunction at Pasar Seni.
People shared regular commute and station photos
No emergency notice was posted
Malaysia transport update 2025-12-23
There are 8 comments in total
author
reply
Show 2 replies
Say something",General city transport post not related to outage or malfunction at Pasar Seni People shared regular commute and station photos No emergency notice was posted Malaysia transport update 2025 12 23 There are 8 comments in total author reply Show 2 replies Say something,0,normal_general,synthetic_mock
🇲🇾LRT停运 注意了‼️ - 小红书 - Google Chrome,402,mock_post_402.png,🇲🇾LRT停运 注意了‼️ - 小红书 - Google Chrome,2026-02-22T14:42:00,"Xiaoxuan Talk Malaysia Official
focus on
LRT Kelana Jaya line had a signaling issue during peak hour and trains moved slowly at KLCC.
Passengers shared delay slip and crowding evidence during rush hour
Rapid KL staff guided queue and temporary shuttle arrangement
Malaysia transport update 2024-03-19
There are 8 comments in total
author
reply
Show 3 replies
Say something",LRT Kelana Jaya line had a signaling issue during peak hour and trains moved slowly at KLCC Passengers shared delay slip and crowding evidence during rush hour Rapid KL staff guided queue and temporary shuttle arrangement Malaysia transport update 2024 03 19 There are 8 comments in total author reply Show 3 replies Say something,1,incident_breakdown,synthetic_mock
lrtkelanajaya故障 - 小红书搜索 - Google Chrome,403,mock_post_403.png,lrtkelanajaya故障 - 小红书搜索 - Google Chrome,2026-02-22T14:43:00,"Xiaoxuan Talk Malaysia Official
focus on
No disruption observed and transfer between lines completed without waiting at Kelana Jaya.
People shared regular commute and station photos
No emergency notice was posted
There are 4 comments in total
author
reply
Show 2 replies
Say something",No disruption observed and transfer between lines completed without waiting at Kelana Jaya People shared regular commute and station photos No emergency notice was posted There are 4 comments in total author reply Show 2 replies Say something,0,normal_no_incident,synthetic_mock
mrt - 小红书搜索 - Google Chrome,404,mock_post_404.png,mrt - 小红书搜索 - Google Chrome,2026-02-22T14:44:00,"Ootashi store
focus on
Power trip caused brief outage and service resumed after technicians completed repair at KLCC.
Passengers shared delay slip and crowding evidence during rush hour
Rapid KL staff guided queue and temporary shuttle arrangement
Malaysia transport update 2026-02-04
There are 11 comments in total
author
reply
Show 2 replies
Say something",Power trip caused brief outage and service resumed after technicians completed repair at KLCC Passengers shared delay slip and crowding evidence during rush hour Rapid KL staff guided queue and temporary shuttle arrangement Malaysia transport update 2026 02 04 There are 11 comments in total author reply Show 2 replies Say something,1,incident_power_outage,synthetic_mock
🇲🇾LRT停运 注意了‼️ - 小红书 - Google Chrome,405,mock_post_405.png,🇲🇾LRT停运 注意了‼️ - 小红书 - Google Chrome,2026-02-22T14:45:00,"KL daily commuter
focus on
Service update says all lines are stable with no major delay this morning at Wangsa Maju.
People shared regular commute and station photos
No emergency notice was posted
There are 5 comments in total
author
reply
Show 3 replies
Say something",Service update says all lines are stable with no major delay this morning at Wangsa Maju People shared regular commute and station photos No emergency notice was posted There are 5 comments in total author reply Show 3 replies Say something,0,normal_update,synthetic_mock
mrt fault - 小红书搜索 - Google Chrome,406,mock_post_406.png,mrt fault - 小红书搜索 - Google Chrome,2026-02-22T14:46:00,"Little Red Potato 66A1
focus on
Rapid KL announced temporary service disruption between KLCC and Gombak with shuttle support at KLCC.
Passengers shared delay slip and crowding evidence during rush hour
Rapid KL staff guided queue and temporary shuttle arrangement
There are 6 comments in total
author
reply
Show 2 replies
Say something",Rapid KL announced temporary service disruption between KLCC and Gombak with shuttle support at KLCC Passengers shared delay slip and crowding evidence during rush hour Rapid KL staff guided queue and temporary shuttle arrangement There are 6 comments in total author reply Show 2 replies Say something,1,incident_service_disruption,synthetic_mock
🇲🇾LRT停运 注意了‼️ - 小红书 - Google Chrome,407,mock_post_407.png,🇲🇾LRT停运 注意了‼️ - 小红书 - Google Chrome,2026-02-22T14:47:00,"City transit watcher
focus on
General city transport post not related to outage or malfunction at Universiti.
People shared regular commute and station photos
No emergency notice was posted
There are 14 comments in total
author
reply
Show 3 replies
Say something",General city transport post not related to outage or malfunction at Universiti People shared regular commute and station photos No emergency notice was posted There are 14 comments in total author reply Show 3 replies Say something,0,normal_general,synthetic_mock
🇲🇾LRT KelanajayaLine通告，列车降速 - 小红书 - Google Chrome,408,mock_post_408.png,🇲🇾LRT KelanajayaLine通告，列车降速 - 小红书 - Google Chrome,2026-02-22T14:48:00,"Xiaoxuan Talk Malaysia Official
focus on
Power trip caused brief outage and service resumed after technicians completed repair at Universiti.
Passengers shared delay slip and crowding evidence during rush hour
Rapid KL staff guided queue and temporary shuttle arrangement
There are 5 comments in total
author
reply
Show 1 replies
Say something",Power trip caused brief outage and service resumed after technicians completed repair at Universiti Passengers shared delay slip and crowding evidence during rush hour Rapid KL staff guided queue and temporary shuttle arrangement There are 5 comments in total author reply Show 1 replies Say something,1,incident_power_outage,synthetic_mock
lrtkelanajaya线 - 小红书搜索 - Google Chrome,409,mock_post_409.png,lrtkelanajaya线 - 小红书搜索 - Google Chrome,2026-02-22T14:49:00,"Leisurely kitten
focus on
General city transport post not related to outage or malfunction at Wangsa Maju.
People shared regular commute and station photos
No emergency notice was posted
There are 11 comments in total
author
reply
Show 1 replies
Say something",General city transport post not related to outage or malfunction at Wangsa Maju People shared regular commute and station photos No emergency notice was posted There are 11 comments in total author reply Show 1 replies Say something,0,normal_general,synthetic_mock
lrt is bad again - Xiaohongshu search - Google Chrome,410,mock_post_410.png,lrt is bad again - Xiaohongshu search - Google Chrome,2026-02-22T14:50:00,"Ootashi store
focus on
Commuters reported long queue and train delay after track maintenance at Universiti station at KLCC.
Passengers shared delay slip and crowding evidence during rush hour
Rapid KL staff guided queue and temporary shuttle arrangement
There are 10 comments in total
author
reply
Show 3 replies
Say something",Commuters reported long queue and train delay after track maintenance at Universiti station at KLCC Passengers shared delay slip and crowding evidence during rush hour Rapid KL staff guided queue and temporary shuttle arrangement There are 10 comments in total author reply Show 3 replies Say something,1,incident_delay,synthetic_mock
🇲🇾LRT停运 注意了‼️ - 小红书 - Google Chrome,411,mock_post_411.png,🇲🇾LRT停运 注意了‼️ - 小红书 - Google Chrome,2026-02-22T14:51:00,"Ootashi store
focus on
General city transport post not related to outage or malfunction at Gombak.
People shared regular commute and station photos
No emergency notice was posted
Malaysia transport update 2026-04-24
There are 13 comments in total
author
reply
Show 2 replies
Say something",General city transport post not related to outage or malfunction at Gombak People shared regular commute and station photos No emergency notice was posted Malaysia transport update 2026 04 24 There are 13 comments in total author reply Show 2 replies Say something,0,normal_general,synthetic_mock
lrt is bad again - Xiaohongshu search - Google Chrome,412,mock_post_412.png,lrt is bad again - Xiaohongshu search - Google Chrome,2026-02-22T14:52:00,"Rapid commuter diary
focus on
LRT Kelana Jaya line had a signaling issue during peak hour and trains moved slowly at Universiti.
Passengers shared delay slip and crowding evidence during rush hour
Rapid KL staff guided queue and temporary shuttle arrangement
Malaysia transport update 2024-08-21
There are 3 comments in total
author
reply
Show 3 replies
Say something",LRT Kelana Jaya line had a signaling issue during peak hour and trains moved slowly at Universiti Passengers shared delay slip and crowding evidence during rush hour Rapid KL staff guided queue and temporary shuttle arrangement Malaysia transport update 2024 08 21 There are 3 comments in total author reply Show 3 replies Say something,1,incident_breakdown,synthetic_mock
lrtkelanajaya故障 - 小红书搜索 - Google Chrome,413,mock_post_413.png,lrtkelanajaya故障 - 小红书搜索 - Google Chrome,2026-02-22T14:53:00,"Ootashi store
focus on
Commuting to work was smooth and station crowd level was manageable today at Putra Heights.
People shared regular commute and station photos
No emergency notice was posted
Malaysia transport update 2026-07-12
There are 18 comments in total
author
reply
Show 3 replies
Say something",Commuting to work was smooth and station crowd level was manageable today at Putra Heights People shared regular commute and station photos No emergency notice was posted Malaysia transport update 2026 07 12 There are 18 comments in total author reply Show 3 replies Say something,0,normal_commute,synthetic_mock
lrtkelanajaya线 - 小红书搜索 - Google Chrome,414,mock_post_414.png,lrtkelanajaya线 - 小红书搜索 - Google Chrome,2026-02-22T14:54:00,"Xiaoxuan Talk Malaysia Official
focus on
Power trip caused brief outage and service resumed after technicians completed repair at KLCC.
Passengers shared delay slip and crowding evidence during rush hour
Rapid KL staff guided queue and temporary shuttle arrangement
There are 1 comments in total
author
reply
Show 2 replies
Say something",Power trip caused brief outage and service resumed after technicians completed repair at KLCC Passengers shared delay slip and crowding evidence during rush hour Rapid KL staff guided queue and temporary shuttle arrangement There are 1 comments in total author reply Show 2 replies Say something,1,incident_power_outage,synthetic_mock
mrt kajang - 小红书搜索 - Google Chrome,415,mock_post_415.png,mrt kajang - 小红书搜索 - Google Chrome,2026-02-22T14:55:00,"KL daily commuter
focus on
Normal operation resumed and train intervals are back to schedule at Kelana Jaya.
People shared regular commute and station photos
No emergency notice was posted
Malaysia transport update 2025-11-23
There are 17 comments in total
author
reply
Show 2 replies
Say something",Normal operation resumed and train intervals are back to schedule at Kelana Jaya People shared regular commute and station photos No emergency notice was posted Malaysia transport update 2025 11 23 There are 17 comments in total author reply Show 2 replies Say something,0,normal_operation,synthetic_mock
lrtkelanajaya故障 - 小红书搜索 - Google Chrome,416,mock_post_416.png,lrtkelanajaya故障 - 小红书搜索 - Google Chrome,2026-02-22T14:56:00,"Xiaoxuan Talk Malaysia Official
focus on
Kelana Jaya line maintenance phase affected frequency and caused crowding at stations at Wangsa Maju.
Passengers shared delay slip and crowding evidence during rush hour
Rapid KL staff guided queue and temporary shuttle arrangement
There are 18 comments in total
author
reply
Show 3 replies
Say something",Kelana Jaya line maintenance phase affected frequency and caused crowding at stations at Wangsa Maju Passengers shared delay slip and crowding evidence during rush hour Rapid KL staff guided queue and temporary shuttle arrangement There are 18 comments in total author reply Show 3 replies Say something,1,incident_maintenance_impact,synthetic_mock
🇲🇾LRT KelanajayaLine通告，列车降速 - 小红书 - Google Chrome,417,mock_post_417.png,🇲🇾LRT KelanajayaLine通告，列车降速 - 小红书 - Google Chrome,2026-02-22T14:57:00,"Leisurely kitten
focus on
Commuting to work was smooth and station crowd level was manageable today at KLCC.
People shared regular commute and station photos
No emergency notice was posted
Malaysia transport update 2024-03-18
There are 11 comments in total
author
reply
Show 2 replies
Say something",Commuting to work was smooth and station crowd level was manageable today at KLCC People shared regular commute and station photos No emergency notice was posted Malaysia transport update 2024 03 18 There are 11 comments in total author reply Show 2 replies Say something,0,normal_commute,synthetic_mock
lrtkelanajaya线 - 小红书搜索 - Google Chrome,418,mock_post_418.png,lrtkelanajaya线 - 小红书搜索 - Google Chrome,2026-02-22T14:58:00,"Leisurely kitten
focus on
Kelana Jaya line maintenance phase affected frequency and caused crowding at stations at KLCC.
Passengers shared delay slip and crowding evidence during rush hour
Rapid KL staff guided queue and temporary shuttle arrangement
There are 8 comments in total
author
reply
Show 1 replies
Say something",Kelana Jaya line maintenance phase affected frequency and caused crowding at stations at KLCC Passengers shared delay slip and crowding evidence during rush hour Rapid KL staff guided queue and temporary shuttle arrangement There are 8 comments in total author reply Show 1 replies Say something,1,incident_maintenance_impact,synthetic_mock
lrt is bad again - Xiaohongshu search - Google Chrome,419,mock_post_419.png,lrt is bad again - Xiaohongshu search - Google Chrome,2026-02-22T14:59:00,"Xiaoxuan Talk Malaysia Official
focus on
Normal operation resumed and train intervals are back to schedule at Wangsa Maju.
People shared regular commute and station photos
No emergency notice was posted
Malaysia transport update 2026-01-10
There are 6 comments in total
author
reply
Show 1 replies
Say something",Normal operation resumed and train intervals are back to schedule at Wangsa Maju People shared regular commute and station photos No emergency notice was posted Malaysia transport update 2026 01 10 There are 6 comments in total author reply Show 1 replies Say something,0,normal_operation,synthetic_mock
mrt - 小红书搜索 - Google Chrome,420,mock_post_420.png,mrt - 小红书搜索 - Google Chrome,2026-02-22T15:00:00,"City transit watcher
focus on
Kelana Jaya line maintenance phase affected frequency and caused crowding at stations at Pasar Seni.
Passengers shared delay slip and crowding evidence during rush hour
Rapid KL staff guided queue and temporary shuttle arrangement
Malaysia transport update 2025-06-17
There are 17 comments in total
author
reply
Show 3 replies
Say something",Kelana Jaya line maintenance phase affected frequency and caused crowding at stations at Pasar Seni Passengers shared delay slip and crowding evidence during rush hour Rapid KL staff guided queue and temporary shuttle arrangement Malaysia transport update 2025 06 17 There are 17 comments in total author reply Show 3 replies Say something,1,incident_maintenance_impact,synthetic_mock
lrt klcc - 小红书搜索 - Google Chrome,421,mock_post_421.png,lrt klcc - 小红书搜索 - Google Chrome,2026-02-22T15:01:00,"Ootashi store
focus on
Service update says all lines are stable with no major delay this morning at Putra Heights.
People shared regular commute and station photos
No emergency notice was posted
There are 9 comments in total
author
reply
Show 3 replies
Say something",Service update says all lines are stable with no major delay this morning at Putra Heights People shared regular commute and station photos No emergency notice was posted There are 9 comments in total author reply Show 3 replies Say something,0,normal_update,synthetic_mock
mrtkajang问题 - 小红书搜索 - Google Chrome,422,mock_post_422.png,mrtkajang问题 - 小红书搜索 - Google Chrome,2026-02-22T15:02:00,"KL daily commuter
focus on
LRT Kelana Jaya line had a signaling issue during peak hour and trains moved slowly at Putra Heights.
Passengers shared delay slip and crowding evidence during rush hour
Rapid KL staff guided queue and temporary shuttle arrangement
Malaysia transport update 2026-02-09
There are 3 comments in total
author
reply
Show 2 replies
Say something",LRT Kelana Jaya line had a signaling issue during peak hour and trains moved slowly at Putra Heights Passengers shared delay slip and crowding evidence during rush hour Rapid KL staff guided queue and temporary shuttle arrangement Malaysia transport update 2026 02 09 There are 3 comments in total author reply Show 2 replies Say something,1,incident_breakdown,synthetic_mock
lrt klcc - 小红书搜索 - Google Chrome,423,mock_post_423.png,lrt klcc - 小红书搜索 - Google Chrome,2026-02-22T15:03:00,"Xiaoxuan Talk Malaysia Official
focus on
Routine travel post about route tips and fare sharing at Putra Heights.
People shared regular commute and station photos
No emergency notice was posted
Malaysia transport update 2026-03-12
There are 6 comments in total
author
reply
Show 2 replies
Say something",Routine travel post about route tips and fare sharing at Putra Heights People shared regular commute and station photos No emergency notice was posted Malaysia transport update 2026 03 12 There are 6 comments in total author reply Show 2 replies Say something,0,normal_travel_tip,synthetic_mock
lrt is bad again - Xiaohongshu search - Google Chrome,424,mock_post_424.png,lrt is bad again - Xiaohongshu search - Google Chrome,2026-02-22T15:04:00,"Ootashi store
focus on
Passengers were asked to get off at Pasar Seni due to train fault and wait for replacement at KLCC.
Passengers shared delay slip and crowding evidence during rush hour
Rapid KL staff guided queue and temporary shuttle arrangement
There are 1 comments in total
author
reply
Show 1 replies
Say something",Passengers were asked to get off at Pasar Seni due to train fault and wait for replacement at KLCC Passengers shared delay slip and crowding evidence during rush hour Rapid KL staff guided queue and temporary shuttle arrangement There are 1 comments in total author reply Show 1 replies Say something,1,incident_train_fault,synthetic_mock
🇲🇾LRT停运 注意了‼️ - 小红书 - Google Chrome,425,mock_post_425.png,🇲🇾LRT停运 注意了‼️ - 小红书 - Google Chrome,2026-02-22T15:05:00,"Rapid commuter diary
focus on
Service update says all lines are stable with no major delay this morning at Kelana Jaya.
People shared regular commute and station photos
No emergency notice was posted
Malaysia transport update 2024-03-28
There are 2 comments in total
author
reply
Show 3 replies
Say something",Service update says all lines are stable with no major delay this morning at Kelana Jaya People shared regular commute and station photos No emergency notice was posted Malaysia transport update 2024 03 28 There are 2 comments in total author reply Show 3 replies Say something,0,normal_update,synthetic_mock
mrt fault - 小红书搜索 - Google Chrome,426,mock_post_426.png,mrt fault - 小红书搜索 - Google Chrome,2026-02-22T15:06:00,"Leisurely kitten
focus on
Power trip caused brief outage and service resumed after technicians completed repair at Universiti.
Passengers shared delay slip and crowding evidence during rush hour
Rapid KL staff guided queue and temporary shuttle arrangement
Malaysia transport update 2026-06-09
There are 3 comments in total
author
reply
Show 3 replies
Say something",Power trip caused brief outage and service resumed after technicians completed repair at Universiti Passengers shared delay slip and crowding evidence during rush hour Rapid KL staff guided queue and temporary shuttle arrangement Malaysia transport update 2026 06 09 There are 3 comments in total author reply Show 3 replies Say something,1,incident_power_outage,synthetic_mock
地铁 马来西亚 - 小红书搜索 - Google Chrome,427,mock_post_427.png,地铁 马来西亚 - 小红书搜索 - Google Chrome,2026-02-22T15:07:00,"City transit watcher
focus on
Normal operation resumed and train intervals are back to schedule at Masjid Jamek.
People shared regular commute and station photos
No emergency notice was posted
There are 6 comments in total
author
reply
Show 1 replies
Say something",Normal operation resumed and train intervals are back to schedule at Masjid Jamek People shared regular commute and station photos No emergency notice was posted There are 6 comments in total author reply Show 1 replies Say something,0,normal_operation,synthetic_mock
mrt fault - 小红书搜索 - Google Chrome,428,mock_post_428.png,mrt fault - 小红书搜索 - Google Chrome,2026-02-22T15:08:00,"Xiaoxuan Talk Malaysia Official
focus on
LRT Kelana Jaya line had a signaling issue during peak hour and trains moved slowly at Wangsa Maju.
Passengers shared delay slip and crowding evidence during rush hour
Rapid KL staff guided queue and temporary shuttle arrangement
There are 10 comments in total
author
reply
Show 2 replies
Say something",LRT Kelana Jaya line had a signaling issue during peak hour and trains moved slowly at Wangsa Maju Passengers shared delay slip and crowding evidence during rush hour Rapid KL staff guided queue and temporary shuttle arrangement There are 10 comments in total author reply Show 2 replies Say something,1,incident_breakdown,synthetic_mock
🇲🇾LRT KelanajayaLine通告，列车降速 - 小红书 - Google Chrome,429,mock_post_429.png,🇲🇾LRT KelanajayaLine通告，列车降速 - 小红书 - Google Chrome,2026-02-22T15:09:00,"Rapid commuter diary
focus on
Normal operation resumed and train intervals are back to schedule at Masjid Jamek.
People shared regular commute and station photos
No emergency notice was posted
Malaysia transport update 2024-05-19
There are 10 comments in total
author
reply
Show 3 replies
Say something",Normal operation resumed and train intervals are back to schedule at Masjid Jamek People shared regular commute and station photos No emergency notice was posted Malaysia transport update 2024 05 19 There are 10 comments in total author reply Show 3 replies Say something,0,normal_operation,synthetic_mock
地铁 马来西亚 - 小红书搜索 - Google Chrome,430,mock_post_430.png,地铁 马来西亚 - 小红书搜索 - Google Chrome,2026-02-22T15:10:00,"Leisurely kitten
focus on
Rapid KL announced temporary service disruption between KLCC and Gombak with shuttle support at Ampang Park.
Passengers shared delay slip and crowding evidence during rush hour
Rapid KL staff guided queue and temporary shuttle arrangement
There are 16 comments in total
author
reply
Show 1 replies
Say something",Rapid KL announced temporary service disruption between KLCC and Gombak with shuttle support at Ampang Park Passengers shared delay slip and crowding evidence during rush hour Rapid KL staff guided queue and temporary shuttle arrangement There are 16 comments in total author reply Show 1 replies Say something,1,incident_service_disruption,synthetic_mock
地铁 马来西亚 - 小红书搜索 - Google Chrome,431,mock_post_431.png,地铁 马来西亚 - 小红书搜索 - Google Chrome,2026-02-22T15:11:00,"Xiaoxuan Talk Malaysia Official
focus on
Service update says all lines are stable with no major delay this morning at Pasar Seni.
People shared regular commute and station photos
No emergency notice was posted
There are 1 comments in total
author
reply
Show 1 replies
Say something",Service update says all lines are stable with no major delay this morning at Pasar Seni People shared regular commute and station photos No emergency notice was posted There are 1 comments in total author reply Show 1 replies Say something,0,normal_update,synthetic_mock
lrtkelanajaya线 - 小红书搜索 - Google Chrome,432,mock_post_432.png,lrtkelanajaya线 - 小红书搜索 - Google Chrome,2026-02-22T15:12:00,"Leisurely kitten
focus on
Commuters reported long queue and train delay after track maintenance at Universiti station at Kelana Jaya.
Passengers shared delay slip and crowding evidence during rush hour
Rapid KL staff guided queue and temporary shuttle arrangement
Malaysia transport update 2026-07-28
There are 10 comments in total
author
reply
Show 1 replies
Say something",Commuters reported long queue and train delay after track maintenance at Universiti station at Kelana Jaya Passengers shared delay slip and crowding evidence during rush hour Rapid KL staff guided queue and temporary shuttle arrangement Malaysia transport update 2026 07 28 There are 10 comments in total author reply Show 1 replies Say something,1,incident_delay,synthetic_mock
lrt is bad again - Xiaohongshu search - Google Chrome,433,mock_post_433.png,lrt is bad again - Xiaohongshu search - Google Chrome,2026-02-22T15:13:00,"Rapid commuter diary
focus on
Routine travel post about route tips and fare sharing at Universiti.
People shared regular commute and station photos
No emergency notice was posted
Malaysia transport update 2024-03-23
There are 9 comments in total
author
reply
Show 1 replies
Say something",Routine travel post about route tips and fare sharing at Universiti People shared regular commute and station photos No emergency notice was posted Malaysia transport update 2024 03 23 There are 9 comments in total author reply Show 1 replies Say something,0,normal_travel_tip,synthetic_mock
lrt klcc - 小红书搜索 - Google Chrome,434,mock_post_434.png,lrt klcc - 小红书搜索 - Google Chrome,2026-02-22T15:14:00,"Rapid commuter diary
focus on
Rapid KL announced temporary service disruption between KLCC and Gombak with shuttle support at Masjid Jamek.
Passengers shared delay slip and crowding evidence during rush hour
Rapid KL staff guided queue and temporary shuttle arrangement
There are 12 comments in total
author
reply
Show 2 replies
Say something",Rapid KL announced temporary service disruption between KLCC and Gombak with shuttle support at Masjid Jamek Passengers shared delay slip and crowding evidence during rush hour Rapid KL staff guided queue and temporary shuttle arrangement There are 12 comments in total author reply Show 2 replies Say something,1,incident_service_disruption,synthetic_mock
🇲🇾LRT停运 注意了‼️ - 小红书 - Google Chrome,435,mock_post_435.png,🇲🇾LRT停运 注意了‼️ - 小红书 - Google Chrome,2026-02-22T15:15:00,"Little Red Potato 66A1
focus on
Routine travel post about route tips and fare sharing at KLCC.
People shared regular commute and station photos
No emergency notice was posted
Malaysia transport update 2025-02-19
There are 2 comments in total
author
reply
Show 2 replies
Say something",Routine travel post about route tips and fare sharing at KLCC People shared regular commute and station photos No emergency notice was posted Malaysia transport update 2025 02 19 There are 2 comments in total author reply Show 2 replies Say something,0,normal_travel_tip,synthetic_mock
mrtkajang问题 - 小红书搜索 - Google Chrome,436,mock_post_436.png,mrtkajang问题 - 小红书搜索 - Google Chrome,2026-02-22T15:16:00,"Leisurely kitten
focus on
Rapid KL announced temporary service disruption between KLCC and Gombak with shuttle support at Universiti.
Passengers shared delay slip and crowding evidence during rush hour
Rapid KL staff guided queue and temporary shuttle arrangement
Malaysia transport update 2025-07-23
There are 11 comments in total
author
reply
Show 2 replies
Say something",Rapid KL announced temporary service disruption between KLCC and Gombak with shuttle support at Universiti Passengers shared delay slip and crowding evidence during rush hour Rapid KL staff guided queue and temporary shuttle arrangement Malaysia transport update 2025 07 23 There are 11 comments in total author reply Show 2 replies Say something,1,incident_service_disruption,synthetic_mock
lrt klcc - 小红书搜索 - Google Chrome,437,mock_post_437.png,lrt klcc - 小红书搜索 - Google Chrome,2026-02-22T15:17:00,"Xiaoxuan Talk Malaysia Official
focus on
Commuting to work was smooth and station crowd level was manageable today at Universiti.
People shared regular commute and station photos
No emergency notice was posted
There are 5 comments in total
author
reply
Show 3 replies
Say something",Commuting to work was smooth and station crowd level was manageable today at Universiti People shared regular commute and station photos No emergency notice was posted There are 5 comments in total author reply Show 3 replies Say something,0,normal_commute,synthetic_mock
lrtkelanajaya线 - 小红书搜索 - Google Chrome,438,mock_post_438.png,lrtkelanajaya线 - 小红书搜索 - Google Chrome,2026-02-22T15:18:00,"Ootashi store
focus on
Rapid KL announced temporary service disruption between KLCC and Gombak with shuttle support at KLCC.
Passengers shared delay slip and crowding evidence during rush hour
Rapid KL staff guided queue and temporary shuttle arrangement
Malaysia transport update 2025-07-04
There are 18 comments in total
author
reply
Show 2 replies
Say something",Rapid KL announced temporary service disruption between KLCC and Gombak with shuttle support at KLCC Passengers shared delay slip and crowding evidence during rush hour Rapid KL staff guided queue and temporary shuttle arrangement Malaysia transport update 2025 07 04 There are 18 comments in total author reply Show 2 replies Say something,1,incident_service_disruption,synthetic_mock
🇲🇾LRT KelanajayaLine通告，列车降速 - 小红书 - Google Chrome,439,mock_post_439.png,🇲🇾LRT KelanajayaLine通告，列车降速 - 小红书 - Google Chrome,2026-02-22T15:19:00,"Rapid commuter diary
focus on
No disruption observed and transfer between lines completed without waiting at Gombak.
People shared regular commute and station photos
No emergency notice was posted
Malaysia transport update 2024-02-06
There are 10 comments in total
author
reply
Show 3 replies
Say something",No disruption observed and transfer between lines completed without waiting at Gombak People shared regular commute and station photos No emergency notice was posted Malaysia transport update 2024 02 06 There are 10 comments in total author reply Show 3 replies Say something,0,normal_no_incident,synthetic_mock
lrtkelanajaya线 - 小红书搜索 - Google Chrome,440,mock_post_440.png,lrtkelanajaya线 - 小红书搜索 - Google Chrome,2026-02-22T15:20:00,"KL daily commuter
focus on
LRT Kelana Jaya line had a signaling issue during peak hour and trains moved slowly at Universiti.
Passengers shared delay slip and crowding evidence during rush hour
Rapid KL staff guided queue and temporary shuttle arrangement
There are 5 comments in total
author
reply
Show 1 replies
Say something",LRT Kelana Jaya line had a signaling issue during peak hour and trains moved slowly at Universiti Passengers shared delay slip and crowding evidence during rush hour Rapid KL staff guided queue and temporary shuttle arrangement There are 5 comments in total author reply Show 1 replies Say something,1,incident_breakdown,synthetic_mock
mrt kajang - 小红书搜索 - Google Chrome,441,mock_post_441.png,mrt kajang - 小红书搜索 - Google Chrome,2026-02-22T15:21:00,"Little Red Potato 66A1
focus on
Commuting to work was smooth and station crowd level was manageable today at Wangsa Maju.
People shared regular commute and station photos
No emergency notice was posted
Malaysia transport update 2025-05-27
There are 6 comments in total
author
reply
Show 1 replies
Say something",Commuting to work was smooth and station crowd level was manageable today at Wangsa Maju People shared regular commute and station photos No emergency notice was posted Malaysia transport update 2025 05 27 There are 6 comments in total author reply Show 1 replies Say something,0,normal_commute,synthetic_mock
